Press (GPa)	Temp (K)	Density (g/cm^-3)	S (J/(K*g))
1.413e-09	63095734.448019296	1e-09	2313662459.7035394
1.413e-09	70794578.43841374	1e-09	1.2852866599435997e+107
1.413e-09	79432823.47242822	1e-09	1.3966899237730402e+89
1.413e-09	89125093.8133746	1e-09	12.114346740128
1.413e-09	100000000.0	1e-09	7.244359600750128e+189
1.585e-09	100.0	4.613706887663357e-09	9e-12
1.585e-09	112.2018454301963	3.784251571932976e-09	1.4e-11
1.585e-09	125.89254117941675	2.9507335862734863e-09	9e-12
1.585e-09	141.2537544622754	1.946121721392028e-09	4e-12
1.585e-09	158.48931924611142	1.668629817801882e-09	4e-12
1.585e-09	177.82794100389228	1.9062067364898278e-09	4.1e-11
1.585e-09	199.52623149688787	1.671283016802953e-09	9e-12
1.585e-09	223.872113856834	1.585586720929739e-09	3e-12
1.585e-09	251.18864315095797	1.335088330753332e-09	9e-12
1.585e-09	281.8382931264455	1.6921544485102518e-09	1e-11
1.585e-09	316.22776601683796	1.1471494467414729e-09	1.7e-11
1.585e-09	354.8133892335753	1.5570408259018356e-09	1.4e-11
1.585e-09	398.1071705534973	1e-09	2.1e-11
1.585e-09	446.683592150963	1e-09	1.7e-11
1.585e-09	501.18723362727246	1e-09	3.4e-11
1.585e-09	562.341325190349	1e-09	4e-11
1.585e-09	630.957344480193	1e-09	6.8e-11
1.585e-09	707.945784384138	1e-09	2.02e-10
1.585e-09	794.3282347242813	1e-09	7.7e-11
1.585e-09	891.2509381337459	1e-09	1.41e-10
1.585e-09	1000.0	1e-09	2.14e-10
1.585e-09	1122.018454301963	1e-09	5.81e-10
1.585e-09	1258.9254117941675	1e-09	9.01e-10
1.585e-09	1412.537544622754	1e-09	2.272e-09
1.585e-09	1584.893192461114	1e-09	6.613e-09
1.585e-09	1778.2794100389228	1e-09	9.37e-09
1.585e-09	1995.2623149688789	1e-09	2.9205e-08
1.585e-09	2238.72113856834	1e-09	6.3501e-08
1.585e-09	2511.88643150958	1e-09	1.92092e-07
1.585e-09	2818.382931264455	1e-09	4508167045414.601
1.585e-09	3162.2776601683795	1e-09	0.001961010866
1.585e-09	3548.133892335753	1e-09	1.1799945e-05
1.585e-09	3981.0717055349733	1e-09	2.5488249e-05
1.585e-09	4466.835921509631	1e-09	8.5782757e-05
1.585e-09	5011.872336272725	1e-09	0.000412325316
1.585e-09	5623.413251903491	1e-09	0.003293896889
1.585e-09	6309.57344480193	1e-09	0.008097482163
1.585e-09	7079.457843841381	1e-09	0.032300556145
1.585e-09	7943.282347242814	1e-09	0.276649570305
1.585e-09	8912.509381337459	1e-09	9.80618314322
1.585e-09	10000.0	1e-09	7.244359600750128e+189
1.585e-09	11220.18454301963	1e-09	13.215999087792
1.585e-09	12589.254117941662	1e-09	1.0710259659660752e+43
1.585e-09	14125.375446227554	1e-09	3.5760205018090526e+38
1.585e-09	15848.93192461114	1e-09	1.6850003677818504e+71
1.585e-09	17782.794100389227	1e-09	7.046930689671452e+69
1.585e-09	19952.62314968879	1e-09	9.892361988514239e+53
1.585e-09	22387.21138568338	1e-09	4.157191206752184e+39
1.585e-09	25118.864315095823	1e-09	1.2399380859509503e+26
1.585e-09	28183.82931264455	1e-09	3.8636697705406894e+18
1.585e-09	31622.776601683792	1e-09	1.4541191703751684e+36
1.585e-09	35481.33892335753	1e-09	1.5848931924611239e+97
1.585e-09	39810.71705534969	1e-09	3.572728381519267e+144
1.585e-09	44668.359215096345	1e-09	3.605786430216442e+109
1.585e-09	50118.72336272725	1e-09	1.0399201658290495e+63
1.585e-09	56234.13251903491	1e-09	7.2260339886341235e+50
1.585e-09	63095.7344480193	1e-09	3.9093090059623056e+56
1.585e-09	70794.57843841374	1e-09	1.6834491395670887e+60
1.585e-09	79432.82347242821	1e-09	1.3474107253443834e+61
1.585e-09	89125.0938133746	1e-09	1.2635720185226682e+63
1.585e-09	100000.0	1e-09	3.1426788298791945e+66
1.585e-09	112201.84543019629	1e-09	1.1816803125447975e+69
1.585e-09	125892.54117941661	1e-09	3.1535520245507365e+71
1.585e-09	141253.75446227554	1e-09	1.6300465239848273e+74
1.585e-09	158489.3192461114	1e-09	2.2656874550128946e+77
1.585e-09	177827.94100389228	1e-09	1.5725338400769196e+80
1.585e-09	199526.2314968879	1e-09	2.0653801558105182e+83
1.585e-09	223872.11385683378	1e-09	2.358305153277681e+86
1.585e-09	251188.6431509582	1e-09	4.142857544606856e+89
1.585e-09	281838.2931264455	1e-09	2.6791683248190154e+92
1.585e-09	316227.7660168379	1e-09	2.233572222830551e+95
1.585e-09	354813.3892335753	1e-09	5.546257129579104e+98
1.585e-09	398107.1705534969	1e-09	8.830799004185586e+101
1.585e-09	446683.5921509635	1e-09	2.285598803375402e+105
1.585e-09	501187.2336272725	1e-09	6.01173737483273e+108
1.585e-09	562341.3251903491	1e-09	3.962780342554385e+112
1.585e-09	630957.344480193	1e-09	3.6391503612721305e+115
1.585e-09	707945.7843841374	1e-09	2.466039337234316e+119
1.585e-09	794328.2347242822	1e-09	7.328245331389195e+122
1.585e-09	891250.9381337459	1e-09	5.176068319505659e+126
1.585e-09	1000000.0	1e-09	3.963692911508124e+28
1.585e-09	1122018.4543019629	1e-09	8.915999e-06
1.585e-09	1258925.411794166	1e-09	4.4232e-08
1.585e-09	1412537.5446227554	1e-09	4.1058209e-05
1.585e-09	1584893.1924611141	1e-09	3.5075187395256937e+40
1.585e-09	1778279.410038923	1e-09	0.830672819272
1.585e-09	1995262.3149688789	1e-09	0.000118615106
1.585e-09	2238721.138568338	1e-09	4.3411020970734445e+47
1.585e-09	2511886.4315095823	1e-09	9e-12
1.585e-09	2818382.931264455	1e-09	6.209977e-06
1.585e-09	3162277.6601683795	1e-09	6.328488569256919e+28
1.585e-09	3548133.892335753	1e-09	4.06135e-07
1.585e-09	3981071.7055349695	1e-09	0.003035428448
1.585e-09	4466835.921509635	1e-09	7.47119e-07
1.585e-09	5011872.336272725	1e-09	2.406523e-06
1.585e-09	5623413.251903491	1e-09	2.633965e-06
1.585e-09	6309573.44480193	1e-09	0.013319257035
1.585e-09	7079457.843841373	1e-09	9.109614522659105e+42
1.585e-09	7943282.347242822	1e-09	1.678417503712758e+41
1.585e-09	8912509.381337458	1e-09	8.317446e-06
1.585e-09	10000000.0	1e-09	0.000624654683
1.585e-09	11220184.54301963	1e-09	22.813924501728
1.585e-09	12589254.117941663	1e-09	2.6389429e-05
1.585e-09	14125375.446227554	1e-09	15563.239471829509
1.585e-09	15848931.924611142	1e-09	0.001486551639
1.585e-09	17782794.100389227	1e-09	6.768617929197474e+57
1.585e-09	19952623.149688788	1e-09	853.886210214843
1.585e-09	22387211.385683376	1e-09	3.619095138842962e+57
1.585e-09	25118864.315095823	1e-09	2.362109357083574e+34
1.585e-09	28183829.31264455	1e-09	3.468166987553551e+86
1.585e-09	31622776.60168379	1e-09	0.031419552846
1.585e-09	35481338.92335753	1e-09	4.7544468852520567e+89
1.585e-09	39810717.05534969	1e-09	0.089248309776
1.585e-09	44668359.21509635	1e-09	0.000711279022
1.585e-09	50118723.36272725	1e-09	0.212872715378
1.585e-09	56234132.51903491	1e-09	2.348551024059
1.585e-09	63095734.448019296	1e-09	778932814.5536733
1.585e-09	70794578.43841374	1e-09	3.81944270840041e+104
1.585e-09	79432823.47242822	1e-09	1.0490592077764306e+87
1.585e-09	89125093.8133746	1e-09	6.431318236355
1.585e-09	100000000.0	1e-09	7.244359600750128e+189
1.778e-09	100.0	5.184059768547205e-09	9e-12
1.778e-09	112.2018454301963	4.453792709173711e-09	1.2e-11
1.778e-09	125.89254117941675	3.772593394540063e-09	9e-12
1.778e-09	141.2537544622754	3.0251714980828396e-09	4e-12
1.778e-09	158.48931924611142	1.789492983971999e-09	4e-12
1.778e-09	177.82794100389228	1.954474461425193e-09	2.9e-11
1.778e-09	199.52623149688787	1.7485980913238295e-09	9e-12
1.778e-09	223.872113856834	1.6606954661375698e-09	3e-12
1.778e-09	251.18864315095797	1.433837716055808e-09	9e-12
1.778e-09	281.8382931264455	1.7192934157684071e-09	1e-11
1.778e-09	316.22776601683796	1.2393957426337364e-09	1.5e-11
1.778e-09	354.8133892335753	1.5807019898506737e-09	1.3e-11
1.778e-09	398.1071705534973	1.666824978382401e-09	1.9e-11
1.778e-09	446.683592150963	1e-09	1.5e-11
1.778e-09	501.18723362727246	1e-09	2.7e-11
1.778e-09	562.341325190349	1e-09	3.2e-11
1.778e-09	630.957344480193	1e-09	5.2e-11
1.778e-09	707.945784384138	1e-09	1.4e-10
1.778e-09	794.3282347242813	1e-09	5e-11
1.778e-09	891.2509381337459	1e-09	8.1e-11
1.778e-09	1000.0	1e-09	1.17e-10
1.778e-09	1122.018454301963	1e-09	3.29e-10
1.778e-09	1258.9254117941675	1e-09	4.31e-10
1.778e-09	1412.537544622754	1e-09	1.087e-09
1.778e-09	1584.893192461114	1e-09	2.992e-09
1.778e-09	1778.2794100389228	1e-09	3.766e-09
1.778e-09	1995.2623149688789	1e-09	1.079e-08
1.778e-09	2238.72113856834	1e-09	2.247e-08
1.778e-09	2511.88643150958	1e-09	6.325e-08
1.778e-09	2818.382931264455	1e-09	105050953825.46576
1.778e-09	3162.2776601683795	1e-09	0.000572360955
1.778e-09	3548.133892335753	1e-09	2.994746e-06
1.778e-09	3981.0717055349733	1e-09	6.303184e-06
1.778e-09	4466.835921509631	1e-09	1.9957218e-05
1.778e-09	5011.872336272725	1e-09	8.805824e-05
1.778e-09	5623.413251903491	1e-09	0.000622472257
1.778e-09	6309.57344480193	1e-09	0.001491317108
1.778e-09	7079.457843841381	1e-09	0.005977780996
1.778e-09	7943.282347242814	1e-09	0.042846958611
1.778e-09	8912.509381337459	1e-09	1.235662878793
1.778e-09	10000.0	1e-09	7.244359600750128e+189
1.778e-09	11220.18454301963	1e-09	1.790605854035
1.778e-09	12589.254117941662	1e-09	2.8183829312644724e+40
1.778e-09	14125.375446227554	1e-09	2.436127419805969e+35
1.778e-09	15848.93192461114	1e-09	1.837384295283459e+66
1.778e-09	17782.794100389227	1e-09	1.6970709523890795e+65
1.778e-09	19952.62314968879	1e-09	2.675469472656097e+50
1.778e-09	22387.21138568338	1e-09	8.005712689353584e+36
1.778e-09	25118.864315095823	1e-09	1.3461702855356125e+24
1.778e-09	28183.82931264455	1e-09	1.0896825594561664e+17
1.778e-09	31622.776601683792	1e-09	5.762354864094208e+33
1.778e-09	35481.33892335753	1e-09	7.762471166286927e+91
1.778e-09	39810.71705534969	1e-09	1.5031419660899961e+137
1.778e-09	44668.359215096345	1e-09	1.0092528860766958e+104
1.778e-09	50118.72336272725	1e-09	4.786300923226459e+59
1.778e-09	56234.13251903491	1e-09	1.298374567614818e+48
1.778e-09	63095.7344480193	1e-09	4.323146969108868e+53
1.778e-09	70794.57843841374	1e-09	1.432517710693736e+57
1.778e-09	79432.82347242821	1e-09	1.1619836038698077e+58
1.778e-09	89125.0938133746	1e-09	9.949471217509878e+59
1.778e-09	100000.0	1e-09	1.979247021237555e+63
1.778e-09	112201.84543019629	1e-09	6.463979939995411e+65
1.778e-09	125892.54117941661	1e-09	1.5254571048863445e+68
1.778e-09	141253.75446227554	1e-09	6.813966592828276e+70
1.778e-09	158489.3192461114	1e-09	7.904965884764987e+73
1.778e-09	177827.94100389228	1e-09	4.7249802768020115e+76
1.778e-09	199526.2314968879	1e-09	5.234798870090749e+79
1.778e-09	223872.11385683378	1e-09	5.092136067911566e+82
1.778e-09	251188.6431509582	1e-09	7.530087105475945e+85
1.778e-09	281838.2931264455	1e-09	4.274644474923905e+88
1.778e-09	316227.7660168379	1e-09	3.1045595881283875e+91
1.778e-09	354813.3892335753	1e-09	6.471426157485936e+94
1.778e-09	398107.1705534969	1e-09	8.830799004185586e+97
1.778e-09	446683.5921509635	1e-09	1.9364219639466343e+101
1.778e-09	501187.2336272725	1e-09	4.325138310350044e+104
1.778e-09	562341.3251903491	1e-09	2.355049283896009e+108
1.778e-09	630957.344480193	1e-09	1.918668740670295e+111
1.778e-09	707945.7843841374	1e-09	1.078946722229832e+115
1.778e-09	794328.2347242822	1e-09	2.747894153102352e+118
1.778e-09	891250.9381337459	1e-09	1.6330519478943112e+122
1.778e-09	1000000.0	1e-09	2.787404520323769e+27
1.778e-09	1122018.4543019629	1e-09	5.669046e-06
1.778e-09	1258925.411794166	1e-09	3.3428e-08
1.778e-09	1412537.5446227554	1e-09	2.5135643e-05
1.778e-09	1584893.1924611141	1e-09	1.2476707679814965e+39
1.778e-09	1778279.410038923	1e-09	0.379166535175
1.778e-09	1995262.3149688789	1e-09	7.1416736e-05
1.778e-09	2238721.138568338	1e-09	1.0782016695998907e+46
1.778e-09	2511886.4315095823	1e-09	9e-12
1.778e-09	2818382.931264455	1e-09	4.142094e-06
1.778e-09	3162277.6601683795	1e-09	5.589848017438485e+27
1.778e-09	3548133.892335753	1e-09	2.95495e-07
1.778e-09	3981071.7055349695	1e-09	0.001716840699
1.778e-09	4466835.921509635	1e-09	5.37886e-07
1.778e-09	5011872.336272725	1e-09	1.681551e-06
1.778e-09	5623413.251903491	1e-09	1.91752e-06
1.778e-09	6309573.44480193	1e-09	0.007392987978
1.778e-09	7079457.843841373	1e-09	4.069115338091936e+41
1.778e-09	7943282.347242822	1e-09	8.509420789880029e+39
1.778e-09	8912509.381337458	1e-09	5.734823e-06
1.778e-09	10000000.0	1e-09	0.000384175796
1.778e-09	11220184.54301963	1e-09	10.685626746
1.778e-09	12589254.117941663	1e-09	1.7784023e-05
1.778e-09	14125375.446227554	1e-09	6240.221421389759
1.778e-09	15848931.924611142	1e-09	0.000909724728
1.778e-09	17782794.100389227	1e-09	1.6345567371975372e+56
1.778e-09	19952623.149688788	1e-09	377.137745011397
1.778e-09	22387211.385683376	1e-09	9.40156168803582e+55
1.778e-09	25118864.315095823	1e-09	2.177208393872824e+33
1.778e-09	28183829.31264455	1e-09	2.05210699145129e+84
1.778e-09	31622776.60168379	1e-09	0.018297426024
1.778e-09	35481338.92335753	1e-09	2.5816656717016425e+87
1.778e-09	39810717.05534969	1e-09	0.051143447525
1.778e-09	44668359.21509635	1e-09	0.000459430687
1.778e-09	50118723.36272725	1e-09	0.120592417086
1.778e-09	56234132.51903491	1e-09	1.263572018523
1.778e-09	63095734.448019296	1e-09	266747280.21245858
1.778e-09	70794578.43841374	1e-09	1.2387965865303792e+102
1.778e-09	79432823.47242822	1e-09	8.448896694845211e+84
1.778e-09	89125093.8133746	1e-09	3.447466065731
1.778e-09	100000000.0	1e-09	7.244359600750128e+189
1.995e-09	100.0	5.753206997445985e-09	9e-12
1.995e-09	112.2018454301963	5.059644458332417e-09	1.1e-11
1.995e-09	125.89254117941675	4.440889837258165e-09	9e-12
1.995e-09	141.2537544622754	3.851500867354893e-09	5e-12
1.995e-09	158.48931924611142	2.7655403542777034e-09	5e-12
1.995e-09	177.82794100389228	2.010805201595079e-09	2.2e-11
1.995e-09	199.52623149688787	1.829995408175171e-09	9e-12
1.995e-09	223.872113856834	1.740043077268151e-09	3e-12
1.995e-09	251.18864315095797	1.5349703821031352e-09	9e-12
1.995e-09	281.8382931264455	1.7553753683983914e-09	1e-11
1.995e-09	316.22776601683796	1.335088330753332e-09	1.4e-11
1.995e-09	354.8133892335753	1.6127980883634724e-09	1.2e-11
1.995e-09	398.1071705534973	1.6744801361395026e-09	1.7e-11
1.995e-09	446.683592150963	1.0587416544055188e-09	1.3e-11
1.995e-09	501.18723362727246	1e-09	2.3e-11
1.995e-09	562.341325190349	1e-09	2.6e-11
1.995e-09	630.957344480193	1e-09	4.1e-11
1.995e-09	707.945784384138	1e-09	1.01e-10
1.995e-09	794.3282347242813	1e-09	3.5e-11
1.995e-09	891.2509381337459	1e-09	5e-11
1.995e-09	1000.0	1e-09	6.9e-11
1.995e-09	1122.018454301963	1e-09	2.02e-10
1.995e-09	1258.9254117941675	1e-09	2.2e-10
1.995e-09	1412.537544622754	1e-09	5.68e-10
1.995e-09	1584.893192461114	1e-09	1.485e-09
1.995e-09	1778.2794100389228	1e-09	1.618e-09
1.995e-09	1995.2623149688789	1e-09	4.276e-09
1.995e-09	2238.72113856834	1e-09	8.531e-09
1.995e-09	2511.88643150958	1e-09	2.2402e-08
1.995e-09	2818.382931264455	1e-09	2926846862.378789
1.995e-09	3162.2776601683795	1e-09	0.000176611915
1.995e-09	3548.133892335753	1e-09	8.25011e-07
1.995e-09	3981.0717055349733	1e-09	1.69048e-06
1.995e-09	4466.835921509631	1e-09	5.041038e-06
1.995e-09	5011.872336272725	1e-09	2.0490851e-05
1.995e-09	5623.413251903491	1e-09	0.000128581948
1.995e-09	6309.57344480193	1e-09	0.000299923158
1.995e-09	7079.457843841381	1e-09	0.001258606586
1.995e-09	7943.282347242814	1e-09	0.00727763047
1.995e-09	8912.509381337459	1e-09	0.172032301698
1.995e-09	10000.0	1e-09	7.244359600750128e+189
1.995e-09	11220.18454301963	1e-09	0.26601737278
1.995e-09	12589.254117941662	1e-09	9.001191471031943e+37
1.995e-09	14125.375446227554	1e-09	2.2703875677584964e+32
1.995e-09	15848.93192461114	1e-09	3.1922728184621426e+61
1.995e-09	17782.794100389227	1e-09	6.157437325570659e+60
1.995e-09	19952.62314968879	1e-09	9.80618314321976e+46
1.995e-09	22387.21138568338	1e-09	1.9319683170169302e+34
1.995e-09	25118.864315095823	1e-09	1.715931710120983e+22
1.995e-09	28183.82931264455	1e-09	3480967752323999.0
1.995e-09	31622.776601683792	1e-09	2.759306855817529e+31
1.995e-09	35481.33892335753	1e-09	5.713470640013376e+86
1.995e-09	39810.71705534969	1e-09	1.0939563662720618e+130
1.995e-09	44668.359215096345	1e-09	4.216965034285822e+98
1.995e-09	50118.72336272725	1e-09	2.7816340890109974e+56
1.995e-09	56234.13251903491	1e-09	2.8183829312644722e+45
1.995e-09	63095.7344480193	1e-09	5.842517205360256e+50
1.995e-09	70794.57843841374	1e-09	1.49692485676005e+54
1.995e-09	79432.82347242821	1e-09	1.2257446320497859e+55
1.995e-09	89125.0938133746	1e-09	9.582967163063682e+56
1.995e-09	100000.0	1e-09	1.5296779272301518e+60
1.995e-09	112201.84543019629	1e-09	4.346102853675878e+62
1.995e-09	125892.54117941661	1e-09	9.071936465150949e+64
1.995e-09	141253.75446227554	1e-09	3.5059038393260874e+67
1.995e-09	158489.3192461114	1e-09	3.4009480651218885e+70
1.995e-09	177827.94100389228	1e-09	1.7526693824662195e+73
1.995e-09	199526.2314968879	1e-09	1.641345466702125e+76
1.995e-09	223872.11385683378	1e-09	1.3617582027830148e+79
1.995e-09	251188.6431509582	1e-09	1.6974617624087043e+82
1.995e-09	281838.2931264455	1e-09	8.45278845160303e+84
1.995e-09	316227.7660168379	1e-09	5.353033977441431e+87
1.995e-09	354813.3892335753	1e-09	9.397233105646357e+90
1.995e-09	398107.1705534969	1e-09	1.1015393095414191e+94
1.995e-09	446683.5921509635	1e-09	2.0464446367247076e+97
1.995e-09	501187.2336272725	1e-09	3.881503659906471e+100
1.995e-09	562341.3251903491	1e-09	1.7498466886246365e+104
1.995e-09	630957.344480193	1e-09	1.261827534590668e+107
1.995e-09	707945.7843841374	1e-09	5.902010801718454e+110
1.995e-09	794328.2347242822	1e-09	1.2941958414499703e+114
1.995e-09	891250.9381337459	1e-09	6.45654229034659e+117
1.995e-09	1000000.0	1e-09	2.066807362761038e+26
1.995e-09	1122018.4543019629	1e-09	3.639486e-06
1.995e-09	1258925.411794166	1e-09	2.5411e-08
1.995e-09	1412537.5446227554	1e-09	1.5546764e-05
1.995e-09	1584893.1924611141	1e-09	4.73042324399956e+37
1.995e-09	1778279.410038923	1e-09	0.175930039418
1.995e-09	1995262.3149688789	1e-09	4.3443019e-05
1.995e-09	2238721.138568338	1e-09	2.868798201821374e+44
1.995e-09	2511886.4315095823	1e-09	9e-12
1.995e-09	2818382.931264455	1e-09	2.784838e-06
1.995e-09	3162277.6601683795	1e-09	5.1582216507230396e+26
1.995e-09	3548133.892335753	1e-09	2.16317e-07
1.995e-09	3981071.7055349695	1e-09	0.000981680129
1.995e-09	4466835.921509635	1e-09	3.89682e-07
1.995e-09	5011872.336272725	1e-09	1.182878e-06
1.995e-09	5623413.251903491	1e-09	1.40689e-06
1.995e-09	6309573.44480193	1e-09	0.004148489546
1.995e-09	7079457.843841373	1e-09	1.9160198320684697e+40
1.995e-09	7943282.347242822	1e-09	4.536281531692428e+38
1.995e-09	8912509.381337458	1e-09	3.982355e-06
1.995e-09	10000000.0	1e-09	0.000238325219
1.995e-09	11220184.54301963	1e-09	5.073410460373
1.995e-09	12589254.117941663	1e-09	1.2067297e-05
1.995e-09	14125375.446227554	1e-09	2542.143136204942
1.995e-09	15848931.924611142	1e-09	0.000561448596
1.995e-09	17782794.100389227	1e-09	4.18890007002786e+54
1.995e-09	19952623.149688788	1e-09	168.927361963803
1.995e-09	22387211.385683376	1e-09	2.5858301804210422e+54
1.995e-09	25118864.315095823	1e-09	2.082571879913028e+32
1.995e-09	28183829.31264455	1e-09	1.3143166207857093e+82
1.995e-09	31622776.60168379	1e-09	0.010750285546
1.995e-09	35481338.92335753	1e-09	1.5173997214348016e+85
1.995e-09	39810717.05534969	1e-09	0.029570590697
1.995e-09	44668359.21509635	1e-09	0.000298820233
1.995e-09	50118723.36272725	1e-09	0.06893186043
1.995e-09	56234132.51903491	1e-09	0.686325286445
1.995e-09	63095734.448019296	1e-09	92875250.8989063
1.995e-09	70794578.43841374	1e-09	4.3551187368556434e+99
1.995e-09	79432823.47242822	1e-09	7.296254933925133e+82
1.995e-09	89125093.8133746	1e-09	1.865520389101
1.995e-09	100000000.0	1e-09	9.332543007969885e+188
2.239e-09	100.0	6.382340937475665e-09	8e-12
2.239e-09	112.2018454301963	5.663175232911195e-09	1e-11
2.239e-09	125.89254117941675	5.048588805806336e-09	9e-12
2.239e-09	141.2537544622754	4.510451320348684e-09	6e-12
2.239e-09	158.48931924611142	3.5722348249469943e-09	6e-12
2.239e-09	177.82794100389228	3.12960840883733e-09	1.8e-11
2.239e-09	199.52623149688787	1.914784926560843e-09	9e-12
2.239e-09	223.872113856834	1.82326585983754e-09	3e-12
2.239e-09	251.18864315095797	1.637872156297938e-09	9e-12
2.239e-09	281.8382931264455	1.7998652826622026e-09	9e-12
2.239e-09	316.22776601683796	1.433837716055808e-09	1.3e-11
2.239e-09	354.8133892335753	1.6526846750396463e-09	1.1e-11
